// ObjectToolbox::init disassembly trace
// fn @ 0x348d70, body=163323 bytes

// === ID → texture pairs ===
// format: <id>	<texture>

2974	gdh_03_1_o2_001.png
2975	gdh_03_1_o3_001.png
2976	gdh_03_1_o4_001.png
2977	gdh_03_1_o5_001.png
2978	gdh_03_1_o6_001.png
2979	gdh_03_1_o7_001.png
2980	gdh_03_1_o8_001.png
2981	gdh_03_1_o9_001.png
2982	gdh_03_1_o10_001.png
2983	gdh_03_1_o1_s_001.png
2984	gdh_03_1_o2_s_001.png
2985	gdh_03_1_o3_s_001.png
2986	gdh_03_1_o4_s_001.png
2987	gdh_g_01_01_001.png
2988	gdh_g_01_02_001.png
2989	gdh_g_01_03_001.png
2990	gdh_g_01_04_001.png
2991	gdh_g_01_05_001.png
2992	gdh_g_01_06_001.png
2993	gdh_g_01_07_001.png
2994	gdh_g_01_08_001.png
2995	gdh_g_01_09_001.png
2996	gdh_g_01_10_001.png
2997	gdh_g_01_11_001.png
2998	gdh_g_01_12_001.png
3004	spiderRing_001.png
3005	spiderBump_001.png
3006	edit_eAreaMoveBtn_001.png
3007	edit_eAreaRotateBtn_001.png
3008	edit_eAreaScaleBtn_001.png
3009	edit_eAreaFadeBtn_001.png
3010	edit_eAreaTintBtn_001.png
3011	edit_eEAreaMoveBtn_001.png
3012	edit_eEAreaRotateBtn_001.png
3013	edit_eEAreaScaleBtn_001.png
3014	edit_eEAreaFadeBtn_001.png
3015	edit_eEAreaTintBtn_001.png
3024	edit_eAreaStopBtn_001.png
3017	edit_eEnterMoveBtn_001.png
3018	edit_eEnterRotateBtn_001.png
3019	edit_eEnterScaleBtn_001.png
3020	edit_eEnterFadeBtn_001.png
3021	edit_eEnterTintBtn_001.png
3023	edit_eEnterStopBtn_001.png
3022	edit_eTeleportBtn_001.png
3027	teleportRing_001.png
3029	edit_eChangeBG_001.png
3030	edit_eChangeG_001.png
3031	edit_eChangeMG_001.png
3032	keyframeIcon_001.png
3033	edit_eKeyframeBtn_001.png
3034	gdh_spike_01_001.png
3035	gdh_spike_02_001.png
3036	gdh_spike_03_001.png
3037	gdh_spike_04_001.png
3038	gdh_spike_01_color2_001.png
3039	gdh_spike_02_color2_001.png
3040	gdh_spike_03_color2_001.png
3041	gdh_spike_04_color2_001.png
3042	gdh_spike_01_g_001.png
3043	gdh_spike_02_g_001.png
3044	gdh_spike_03_g_001.png
3045	gdh_spike_04_g_001.png
3046	gdh_spike_01_g2_001.png
3047	gdh_spike_02_g2_001.png
3048	gdh_spike_03_g2_001.png
3049	gdh_spike_04_g2_001.png
3050	gdh_chain_01_001.png
3051	gdh_chain_01_color2_001.png
3052	gdh_chain_02_001.png
3053	gdh_chain_02_color2_001.png
3054	gdh_platform1_01_001.png
3055	gdh_platform1_02_001.png
3056	gdh_platform1_03_001.png
3057	gdh_platform1_04_001.png
3058	gdh_platform1_05_001.png
3059	gdh_platform1_06_001.png
3060	gdh_platform1_07_001.png
3061	gdh_platform1_08_001.png
3062	gdh_platform1_09_001.png
3063	gdh_platform1_10_001.png
3064	gdh_platform1_11_001.png
3065	gdh_platform1_12_001.png
3066	gdh_platform1_13_001.png
3090	gdh_platform1_14_001.png
3067	gdh_platform1_01_color2_001.png
3068	gdh_platform1_02_color2_001.png
3069	gdh_platform1_03_color2_001.png
3070	gdh_platform1_04_color2_001.png
3071	gdh_platform1_05_color2_001.png
3072	gdh_platform1_06_color2_001.png
3073	gdh_platform1_07_color2_001.png
3074	gdh_platform1_08_color2_001.png
3075	gdh_platform1_09_color2_001.png
3076	gdh_platform1_10_color2_001.png
3077	gdh_platform1_11_color2_001.png
3078	gdh_platform1_12_color2_001.png
3079	gdh_platform1_13_color2_001.png
3091	gdh_platform1_14_color2_001.png
3080	gdh_platformArt_01_001.png
3081	gdh_platformArt_02_001.png
3082	gdh_platformArt_03_001.png
3083	gdh_platformArt_04_001.png
3084	gdh_platformArt_05_001.png
3085	gdh_platformArt_06_001.png
3086	gdh_crystal_01_001.png
3087	gdh_crystal_01_color2_001.png
3088	gdh_crystal_02_001.png
3089	gdh_crystal_02_color2_001.png
3092	pixelart_base_001.png
3093	pixelart_base_001.png
3094	pixelart_base_001.png
3095	pixelart_base_001.png
3096	pixelart_base_001.png
3097	pixelart_base_001.png
3601	d_time01_001.png
3604	edit_eEventLinkBtn_001.png
3800	particle_00_001.png
3801	particle_01_001.png
3802	particle_02_001.png
3803	particle_03_001.png
3804	particle_04_001.png
3805	particle_05_001.png
3806	particle_06_001.png
3807	particle_07_001.png
3808	particle_08_001.png
3809	particle_09_001.png
3810	particle_10_001.png
3811	particle_11_001.png
3812	particle_12_001.png
3813	particle_13_001.png
3814	particle_14_001.png
3815	particle_15_001.png
3816	particle_16_001.png
3817	particle_17_001.png
3818	particle_18_001.png
3819	particle_19_001.png
3820	particle_20_001.png
3821	particle_21_001.png
3822	particle_22_001.png
3823	particle_23_001.png
3824	particle_24_001.png
3825	particle_25_001.png
3826	particle_26_001.png
3827	particle_27_001.png
3828	particle_28_001.png
3829	particle_29_001.png
3830	particle_30_001.png
3831	particle_31_001.png
3832	particle_32_001.png
3833	particle_33_001.png
3834	particle_34_001.png
3835	particle_35_001.png
3836	particle_36_001.png
3837	particle_37_001.png
3838	particle_38_001.png
3839	particle_39_001.png
3840	particle_40_001.png
3841	particle_41_001.png
3842	particle_42_001.png
3843	particle_43_001.png
3844	particle_44_001.png
3845	particle_45_001.png
3846	particle_46_001.png
3847	particle_47_001.png
3848	particle_48_001.png
3849	particle_49_001.png
3850	particle_50_001.png
3851	particle_51_001.png
3852	particle_52_001.png
3853	particle_53_001.png
3854	particle_54_001.png
3855	particle_55_001.png
3856	particle_56_001.png
3857	particle_57_001.png
3858	particle_58_001.png
3859	particle_59_001.png
3860	particle_60_001.png
3861	particle_61_001.png
3862	particle_62_001.png
3863	particle_63_001.png
3864	particle_64_001.png
3865	particle_65_001.png
3866	particle_66_001.png
3867	particle_67_001.png
3868	particle_68_001.png
3869	particle_69_001.png
3870	particle_70_001.png
3871	particle_71_001.png
3872	particle_72_001.png
3873	particle_73_001.png
3874	particle_74_001.png
3875	particle_75_001.png
3876	particle_76_001.png
3877	particle_77_001.png
3878	particle_78_001.png
3879	particle_79_001.png
3880	particle_80_001.png
3881	particle_81_001.png
3882	particle_82_001.png
3883	particle_83_001.png
3884	particle_84_001.png
3885	particle_85_001.png
3886	particle_86_001.png
3887	particle_87_001.png
3888	particle_88_001.png
3889	particle_89_001.png
3890	particle_90_001.png
3891	particle_91_001.png
3892	particle_92_001.png
3893	particle_93_001.png
3894	particle_94_001.png
3895	particle_95_001.png
3896	particle_96_001.png
3897	particle_97_001.png
3898	particle_98_001.png
3899	particle_99_001.png
3900	particle_100_001.png
3901	particle_101_001.png
3902	particle_102_001.png
3903	particle_103_001.png
3904	particle_104_001.png
3905	particle_105_001.png
3906	particle_106_001.png
3907	particle_107_001.png
3908	particle_108_001.png
3909	particle_109_001.png
3910	particle_110_001.png
3911	particle_111_001.png
3912	particle_112_001.png
3913	particle_113_001.png
3914	particle_114_001.png
3915	particle_115_001.png
3916	particle_116_001.png
3917	particle_117_001.png
3918	particle_118_001.png
3919	particle_119_001.png
3920	particle_120_001.png
3921	particle_121_001.png
3922	particle_122_001.png
3923	particle_123_001.png
3924	particle_124_001.png
3925	particle_125_001.png
3926	particle_126_001.png
3927	particle_127_001.png
3928	particle_128_001.png
3929	particle_129_001.png
3930	particle_130_001.png
3931	particle_131_001.png
3932	particle_132_001.png
3933	particle_133_001.png
3934	particle_134_001.png
3935	particle_135_001.png
3936	particle_136_001.png
3937	particle_137_001.png
3938	particle_138_001.png
3939	particle_139_001.png
3940	particle_140_001.png
3941	particle_141_001.png
3942	particle_142_001.png
3943	particle_143_001.png
3944	particle_144_001.png
3945	particle_145_001.png
3946	particle_146_001.png
3947	particle_147_001.png
3948	particle_148_001.png
3949	particle_149_001.png
3950	particle_150_001.png
3951	particle_151_001.png
3952	particle_152_001.png
3953	particle_153_001.png
3954	particle_154_001.png
3955	particle_155_001.png
3956	particle_156_001.png
3957	particle_157_001.png
3958	particle_158_001.png
3959	particle_159_001.png
3960	particle_160_001.png
3961	particle_161_001.png
3962	particle_162_001.png
3963	particle_163_001.png
3964	particle_164_001.png
3965	particle_165_001.png
3966	particle_166_001.png
3967	particle_167_001.png
3968	particle_168_001.png
3969	particle_169_001.png
3970	particle_170_001.png
3971	particle_171_001.png
3972	particle_172_001.png
3973	particle_173_001.png
3974	particle_174_001.png
3975	particle_175_001.png
3976	particle_176_001.png
3977	particle_177_001.png
3978	particle_178_001.png
3979	particle_179_001.png
3980	particle_180_001.png
3981	particle_181_001.png
3982	particle_182_001.png
3983	particle_183_001.png
3984	particle_184_001.png
3985	particle_185_001.png
3986	particle_186_001.png
3987	particle_187_001.png
3988	particle_188_001.png
3989	particle_189_001.png
3990	particle_190_001.png
3991	particle_191_001.png
3992	particle_192_001.png
3993	particle_193_001.png
3994	particle_194_001.png
3995	particle_195_001.png
3996	particle_196_001.png
3997	particle_197_001.png
3998	particle_198_001.png
3999	particle_199_001.png
3646	particle_200_001.png
3647	particle_201_001.png
3648	particle_202_001.png
3649	particle_203_001.png
3650	particle_204_001.png
3651	particle_205_001.png
3652	particle_206_001.png
3653	particle_207_001.png
3654	particle_208_001.png
3656	particle_209_001.png
3657	particle_210_001.png
3658	particle_211_001.png
3659	particle_212_001.png
3607	edit_eSequenceBtn_001.png
3608	edit_eSpawnParticleBtn_001.png
3610	edit_eDamageSquare_001.png
3611	edit_eDamageCircle_001.png
3614	edit_eTimeBtn_001.png
3615	edit_eTimeEventBtn_001.png
3617	edit_eTimeControlBtn_001.png
3618	edit_eResetBtn_001.png
3619	edit_eItemEditBtn_001.png
3620	edit_eItemCompBtn_001.png
3641	edit_eItemPersBtn_001.png
3621	d_ball_01_001.png
3622	d_ball_02_001.png
3623	d_ball_03_001.png
3624	d_ball_04_001.png
3625	d_ball_05_001.png
3626	d_ball_06_001.png
3627	d_ball_07_001.png
3628	d_ball_08_001.png
3629	d_ball_09_001.png
3630	d_arrow_01_001.png
3631	d_arrow_02_001.png
3632	d_arrow_03_001.png
3633	d_exmark_01_001.png
3634	d_qmark_01_001.png
3635	d_cross_01_001.png
3636	d_circle_01_001.png
3637	d_circle_02_001.png
3638	d_largeSquare_01_001.png
3639	d_largeSquare_02_001.png
3642	edit_eBPMBtn_001.png
